big pot,small pot,sieve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tumbler,tumbler,tumbler,tumbler,tumbler,cup,cup,cup,cup,cup,schnapps glass,schnapps glass,schnapps glass,schnapps glass,schnapps glass,champagne glass,champagne glass,champagne glass,champagne glass,champagne glass,waterglass,waterglass,waterglass,waterglass,waterglass,wine glass,wine glass,wine glass,wine glass,wine glass,,,
big plate,big plate,big plate,big plate,big plate,small plate,small plate,small plate,small plate,small plate,salad servers,tray,soup plate,soup plate,soup plate,soup plate,soup plate,tablecloth,pot cloth,,,,,,,,,,,,,,
can opener,bottle opener,fork,fork,fork,fork,fork,tea towel,big kitchen knife,potato peeler,small kitchen knife,spoon,spoon,spoon,spoon,spoon,knife,knife,knife,knife,knife,pliers for pasta,spatula,spatula00,scissors,egg whip,soup ladle,corkscrew,,,,,
beer mug,beer mug,beer mug,beer mug,beer mug,vinegar,oil,juice,drinking bottle,vase,,,,,,,,,,,,,,,,,,,,,,,
broth,small bowl,small bowl,small bowl,small bowl,small bowl,salad bowl,salad bowl,salad bowl,salad bowl,salad bowl,chocolate,napkins,soup bowl with 2 handles,soup bowl with 2 handles,soup bowl with 2 handles,soup bowl with 2 handles,soup bowl with 2 handles,teacup with a trivet,teacup with a trivet,teacup with a trivet,teacup with a trivet,teacup with a trivet,onion,,,,,,,,,
big pan,small pan,chopping board,platter,wok,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffe machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffeepot,measuring jug,teapot,thermos jug,electric kettle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big bowl,big bowl,big bowl,big bowl,big bowl,cake pan,soup tureen,toaster,Tupperware,,,,,,,,,,,,,,,,,,,,,,,,
