13.4,21.8333333333,35.0,2.43,1.0,10.9666666667,['9']
11.9166666667,6.16666666667,6.83333333333,0.204166666667,0.166666666667,8.91666666667,['1']
2.74210526316,22.6578947368,25.1578947368,0.222105263158,0.0,1.14210526316,['8']
2.15714285714,4.51071428571,22.0642857143,0.00728571428571,0.0,0.721428571429,['5']
27.36,7.89,9.74,0.69,0.5,26.05,['1']
5.7,13.8541666667,12.0,0.245833333333,0.625,4.375,['8']
5.14,42.8,26.8,1.46,0.8,4.02,['6']
20.7,16.46,13.4,1.06,1.0,17.98,['4' '5']
10.8,22.1111111111,16.9444444444,1.33333333333,0.222222222222,8.38888888889,['8']
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
